000001,80000222
000003,80046614
000004,80046614
000005,80000223
000007,80000230
000008,80000223
000009,80000229
000010,80000229
000011,80000222
000013,80000229
000014,80000222
000015,80000222
000016,80000222
000017,80161341
000020,80000251
000021,80000222
000022,80000220
000023,80000220
000024,80036797
000025,80036797
000026,80000238
000027,80000238
000028,80037023
000029,80000221
000030,80000239
000031,80000222
000032,80000229
000033,80000229
000037,80000248
000038,80000248
000039,80092233
000041,80000222
000042,80161341
000043,80000223
000044,80000223
000045,80064225
000046,80064225
000047,80000222
000048,80000222
000049,80048752
000050,80000227
000051,80000222
000052,80000227
000053,80000230
000054,80000230
000055,80000248
000056,80065990
000057,80048752
000058,80043374
000059,80043374
000060,80043374
000061,80000222
000062,80000235
000063,80000227
000064,80036797
000065,80044515
000066,80049689
000067,80106677
000068,80106677
000069,80000233
000070,80000233
000071,80000222
000072,80000228
000073,80050229
000074,80064225
000075,80000222
000076,80000222
000077,80064225
000078,80064225
000079,80064225
000080,80000252
000081,80000252
000082,80000223
000083,80053708
000084,80000226
000085,80000226
000086,80000220
000087,80000223
000088,80000223
000089,80106677
000090,80106677
000091,80066470
000092,80066470
000093,80066470
000094,80067635
000095,80067635
000096,80067635
000097,80067635
000098,80067635
000099,80067635
000100,80067635
000101,80067635
000102,80067635
000103,80000224
000104,80201857
000105,80065990
000106,80065990
000107,80000221
000108,80000221
000109,80000221
000110,80000245
000111,80000229
000112,80000229
000113,80000223
000115,80000223
000116,80000223
000117,80000248
000118,80000248
000119,80000248
000120,80048752
000121,80000222
000122,80053708
000123,80053708
000124,80000250
000125,80050229
000126,80036782
000127,80092233
000128,80000225
000129,80000225
000130,80000225
000131,80000225
000132,80048752
000133,80048752
000134,80066470
000135,80066470
000136,80106677
000137,80106677
000138,80106677
000139,80000221
000140,80000221
000141,80000221
000142,80000231
000143,80000230
000145,80000227
000146,80000227
000147,80000229
000148,80000229
000149,80000228
000150,80000228
000151,80049689
000152,80000225
000153,80000225
000165,80000233
000166,80046614
000167,80000248
000169,80000238
000170,80000238
000171,80000229
000172,80055334
000173,80053708
000174,80053708
000175,80053708
000176,80000223
000177,80000223
000178,80000226
000179,80000248
000180,80000248
000181,80000251
000182,80000251
000183,80000223
000184,80064225
000185,80064225
000186,80055334
000187,80055334
000188,80055334
000189,80000229
000190,80048752
000191,80000221
000192,80000221
000193,80000224
000194,80000235
000195,80064225
000196,80064225
000197,80000221
000198,80041198
000199,80000224
000200,80000226
000201,80049689
000202,80000221
000203,80044515
000204,80044515
000205,80000229
000206,80000229
000207,80065990
000208,80065990
000209,80066470
000210,80048088
000211,80048088
000212,80000247
000213,80000247
000214,80000248
000215,80000248
000216,80000228
000217,80000228
000218,80000224
000219,80000226
000220,80000221
000221,80053708
000222,80053708
000225,80000227
000226,80000227
000227,80000228
000235,80049689
000236,80064225
000237,80000233
000238,80000233
000239,80000228
000240,80000228
000241,80000236
000242,80000251
000243,80067635
000244,80041198
000245,80041198
000246,80000226
000247,80174741
000248,80053708
000251,80064225
000252,80000251
000253,80000251
000254,80000239
000255,80000239
000256,80050229
000257,80050229
000258,80050229
000259,80092233
000260,80066470
000263,80064225
000264,80000226
000265,80000229
000266,80000229
000267,80000248
000268,80000248
000269,80000223
000270,80065990
000271,80075936
000272,80075936
000273,80199117
000274,80000248
000275,80000248
000277,80000226
000278,80000231
000279,80053204
000280,80000226
000281,80000226
000284,80128562
000285,80128562
000286,80000235
000287,80000235
000288,80000235
000289,80000230
000290,80000230
000291,80000230
000292,80000230
000293,80000230
000294,80000228
000295,80000230
000296,80000230
000297,80000230
000298,80046614
000299,80046614
000300,80175511
000301,80175511
000302,80000224
000303,80000227
000304,80000227
000305,80048752
000306,80041198
000307,80000229
000308,80065990
000309,80036797
000310,80163340
000311,80000251
000312,80000228
000313,80000228
000314,80036782
000315,80000231
000316,80046614
000317,80046614
000318,80046614
000319,80000238
000320,80000238
000322,80092233
000323,80092233
000324,80199117
000325,80199117
000326,80000220
000327,80000220
000328,80050229
000329,80000230
000330,80053708
000331,80351345
000332,80351345
000333,80000239
000334,80000239
000335,80163340
000336,80092233
000338,80000230
000339,80000239
000340,80000223
000341,80000223
000342,80000223
000343,80000222
000345,80000230
000346,80065990
000347,80065990
000348,80000248
000349,80000248
000351,80044515
000352,80044515
000354,80000227
000355,80000220
000356,80000220
000357,80000225
000358,80000225
000359,80000229
000360,80066470
000361,80066470
000362,80000224
000363,80000224
000366,80053708
000367,80000224
000368,80053708
000369,80000248
000370,80000248
000371,80106677
000372,80048752
000373,80000228
000376,80000228
000377,80050229
000378,80050229
000379,80168726
000380,80000251
000381,80000251
000382,80000221
000383,80000221
000384,80000221
000385,80000251
000386,80000251
000387,80000238
000388,80000238
000389,80000248
000390,80053204
000391,80036782
000392,80036782
000393,80036782
000394,80000231
000395,80053708
000396,80053708
000397,80053708
000398,80037023
000399,80037023
000400,80341238
000401,80341238
000402,80064225
000403,80064225
000404,80000229
000405,80066470
000406,80053708
000407,80053708
000408,80106677
000409,80000230
000410,80046522
000411,80000251
000412,80280039
000413,80280039
000414,80000223
000415,80036797
000416,80036797
000417,80043374
000418,80000251
000419,80036797
000420,80036797
000421,80055334
000422,80055334
000423,80280038
000424,80000227
000425,80000227
000426,80000225
000427,80000225
000428,80000229
000429,80000229
000430,80000229
000431,80000230
000432,80048752
000433,80163340
000434,80000249
000435,80065990
000436,80000229
000437,80000231
000438,80000231
000439,80102419
000440,80000225
000452,80000220
000453,80102419
000454,80102419
000455,80102419
000457,80050229
000458,80175498
000459,80175498
